"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Ghana","Mauritius","Original","2017","2020","In Force","0.58","0.4","0.84","0.5","0.71","6","YES","6","NO","NO","YES","NO","YES","YES","YES","NO","7","","7","7","7","8","8","8","10","NO","NO","YES","YES","NO","NO","YES","NA"
"Ghana","Singapore","Original","2017","2020","In Force","0.37","0.39","0.47","0.25","0.41","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","7","","7","7","7","7","7","7","10","NO","NO","YES","NO","YES","NO","NO","NA"
"Ghana","Switzerland","Amended by protocol","2014","2019","In Force","0.23","0.35","0.08","0.25","0.21","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","0","8","8","0","8","YES","NO","YES","NO","NO","NO","NO","NA"
"Ghana","Netherlands","Amended by protocol","2017","2018","In Force","0.3","0.31","0.2","0.38","0.32","9","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","10","8","0","8","8","0","8","YES","NO","YES","NO","NO","YES","YES","PPT"
"Greece","Uzbekistan","Original","1997","2000","In Force","0.42","0.33","0.56","0.38","0.41","12","NO","12","NO","NO","NO","YES","NO","NO","YES","NO","8","","8","10","10","8","8","8","0","NO","YES","YES","NO","NO","NO","NO","NA"
"Greece","Moldova","Original","2004","2006","In Force","0.27","0.35","0.2","0.25","0.21","9","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","8","8","8","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Greece","Morocco","Original","2007","2011","In Force","0.65","0.34","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","YES","NO","NO","YES","NA"
"Greece","Tunisia","Amended by protocol","2007","2011","In Force","0.35","0.46","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","15","15","12","12","12","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Greece","India","Amended by MLI","2017","2022","In Force","0.67","0.75","0.5","0.75","0.54","0","NO","NO","NO","NO","YES","NO","NO","NO","","YES","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","YES","YES","","","NO","NO","PPT"
"Greece","Mexico","Amended by MLI","2017","2024","In Force","0.41","0.38","0.34","0.5","0.41","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","YES","YES","NO","YES","NO","NO","PPT"
"Greece","South Africa","Amended by MLI","2017","2023","In Force","0.3","0.3","0.34","0.25","0.29","6","YES","4","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","8","8","7","5","7","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Greece","Ukraine","Amended by MLI","2018","2022","In Force","0.34","0.34","0.19","0.5","0.29","12","NO","NO","YES","YES","YES","NO","NO","NO","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","PPT"
"Grenada","South Africa","Pre-independence","1960","1951","In Force","0.28","0","0.5","0.33","0.4","","","NO","NO","NO","YES","NO","NO","NO","","NO","","","","","","","","","0","","","YES","","","NO","NO","NA"
"Guernsey","Mauritius","Amended by MLI","2017","2021","In Force","0.1","0","0.31","0","0.12","12","YES","9","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","PPT"
"Guernsey","Seychelles","Amended by MLI","2017","2023","In Force","0.16","0.04","0.31","0.13","0.18","12","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","0","","0","0","0","5","5","0","0","NO","NO","NO","NO","NO","NO","NO","PPT"
"Guinea","Morocco","Original","2014","2017","In Force","0.69","0.34","0.97","0.75","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","30","10","10","10","10","10","10","0","YES","NO","YES","YES","YES","NO","YES","NA"
"Guinea","United Arab Emirates","Original","2011","2015","In Force","0.32","0","0.72","0.25","0.47","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","0","","0","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Guinea-Bissau","Portugal","Original","2008","2013","In Force","0.23","0.33","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Guyana","United Kingdom","Original","1992","1992","In Force","0.31","0.59","0.06","0.29","0.19","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","15","15","10","10","10","10","","YES","YES","NO","NO","NO","NO","NA"
"Hong Kong","India","Original","2018","2019","In Force","0.64","0.44","0.84","0.63","0.76","6","YES","6","NO","NO","YES","NO","YES","NO","NO","YES","5","","5","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","OTHER"
"Hong Kong","Thailand","Original","2005","2006","In Force","0.59","0.43","0.84","0.5","0.65","6","YES","6","NO","NO","YES","NO","YES","NO","NO","YES","10","","10","15","10","15","5","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Hong Kong","Indonesia","Original","2010","2013","In Force","0.63","0.28","0.84","0.75","0.76","6","YES","6","NO","NO","YES","NO","YES","YES","YES","YES","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Hong Kong","Mexico","Original","2012","2014","In Force","0.56","0.22","0.84","0.63","0.71","6","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","0","","0","10","4.9","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Hong Kong","South Africa","Original","2014","2016","In Force","0.42","0.28","0.72","0.25","0.47","6","YES","6","NO","NO","YES","NO","NO","NO","NO","NO","5","10","10","10","10","5","5","5","0","YES","NO","NO","NO","YES","NO","NO","NA"
"Hong Kong","Pakistan","Original","2017","2018","In Force","0.71","0.53","0.84","0.75","0.82","6","YES","6","NO","NO","YES","NO","YES","YES","YES","YES","10","","10","10","10","10","10","10","12.5","YES","NO","YES","NO","YES","YES","NO","PPT"
"Hong Kong","Vietnam","Amended by protocol","2014","2016","In Force","0.66","0.38","0.84","0.75","0.76","6","YES","6","NO","NO","YES","NO","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Hungary","Kyrgyzstan","Original","2020","2022","In Force","0.21","0.2","0.31","0.13","0.18","12","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","15","10","5","5","5","5","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Hungary","Mongolia","Original","1994","1999","In Force","0.29","0.31","0.19","0.38","0.24","12","NO","NO","YES","YES","NO","NO","YES","YES","NO","NO","5","25","15","10","10","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Hungary","Philippines","Original","1997","1998","In Force","0.59","0.59","0.59","0.57","0.56","6","YES","6","YES","YES","NO","YES","YES","NO","YES","","15","25","20","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Hungary","Indonesia","Original","1989","1994","In Force","0.72","0.56","0.98","0.63","0.76","3","YES","4","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Hungary","Morocco","Original","1991","2000","In Force","0.21","0.4","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","12","","12","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Hungary","Moldova","Original","1995","1997","In Force","0.19","0.25","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Hungary","North Macedonia","Original","2001","2003","In Force","0.1","0.13","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Hungary","Kosovo","Original","2013","2015","In Force","0.07","0.03","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","5","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Hungary","Iran","Original","2015","2017","In Force","0.28","0.09","0.59","0.14","0.38","6","YES","NO","NO","NO","NO","NO","YES","NO","","NO","0","","0","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Hungary","Turkmenistan","Original","2016","2017","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Hungary","Iraq","Original","2016","2022","In Force","0.17","0.16","0.2","0.14","0.16","9","NO","6","YES","YES","NO","NO","NO","NO","","NO","5","","5","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Hungary","Uzbekistan","Amended by protocol","2014","2016","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","6","YES","YES","YES","YES","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Hungary","Vietnam","Amended by MLI","2022","2024","In Force","0.61","0.38","0.72","0.75","0.71","6","YES","6","YES","YES","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Hungary","Thailand","Amended by MLI","2022","2023","In Force","0.69","0.59","0.72","0.75","0.71","6","YES","6","YES","YES","YES","YES","YES","YES","YES","YES","15","25","NO LIMIT","25","10","15","15","15","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Hungary","India","Amended by MLI","2017","2022","In Force","0.44","0.5","0.45","0.38","0.44","9","YES","NO","YES","YES","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","NO","PPT"
"Hungary","Mexico","Amended by MLI","2017","2024","In Force","0.45","0.38","0.47","0.5","0.47","6","YES","6","YES","YES","NO","YES","NO","NO","NO","NO","5","10","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Hungary","Pakistan","Amended by MLI","2017","2022","In Force","0.75","0.78","0.47","1","0.76","6","YES","NO","YES","YES","YES","YES","NO","YES","YES","YES","15","25","20","15","15","15","15","15","15","YES","YES","YES","YES","YES","NO","NO","PPT"
"Hungary","South Africa","Amended by MLI","2017","2023","In Force","0.1","0.13","0.19","0","0.06","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","PPT"
"Hungary","Tunisia","Amended by MLI","2018","2024","In Force","0.31","0.59","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","10","25","12","12","12","12","12","12","12","NO","NO","YES","NO","NO","NO","NO","PPT"
"Hungary","Ukraine","Amended by MLI","2018","2022","In Force","0.25","0.31","0.06","0.38","0.18","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","25","15","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Iceland","Vietnam","Amended by MLI","2022","2024","In Force","0.71","0.41","0.97","0.75","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Iceland","India","Amended by MLI","2017","2020","In Force","0.65","0.5","0.95","0.5","0.74","9","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"Iceland","Mexico","Amended by MLI","2017","2024","In Force","0.45","0.38","0.47","0.5","0.47","6","YES","6","YES","YES","NO","YES","NO","NO","YES","NO","5","10","15","10","10","10","10","10","0","YES","YES","NO","NO","YES","NO","NO","PPT"
"Iceland","Ukraine","Amended by MLI","2018","2020","In Force","0.45","0.38","0.59","0.38","0.47","6","YES","6","YES","YES","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"India","Mongolia","Original","1994","1994","In Force","0.57","0.75","0.33","0.63","0.5","9","YES","NO","YES","YES","NO","NO","YES","YES","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Mozambique","Original","2010","2012","In Force","0.59","0.34","0.94","0.5","0.65","12","YES","9","NO","NO","YES","YES","YES","NO","YES","NO","7.5","","7.5","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Myanmar","Original","2008","2010","In Force","0.59","0.31","0.83","0.63","0.68","9","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","5","","5","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"India","Nepal","Original","2011","2013","In Force","0.63","0.41","0.97","0.5","0.71","6","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","5","10","10","10","10","15","15","15","0","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Philippines","Original","1990","1995","In Force","0.61","0.63","0.59","0.63","0.59","6","YES","NO","YES","YES","YES","YES","YES","YES","YES","YES","15","10","20","15","10","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","NO","YES","NO","NO","NO","NO","NA"
"India","Sri Lanka","Original","2013","2014","In Force","0.73","0.47","0.97","0.75","0.88","6","YES","3","NO","NO","YES","YES","YES","NO","YES","YES","7.5","","7.5","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","LOB-PPT"
"India","Sudan","Original","2003","2005","In Force","0.45","0.5","0.59","0.25","0.47","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","YES","NA"
"India","Tanzania","Original","2011","2012","In Force","0.64","0.34","0.95","0.63","0.74","9","YES","6","NO","NO","YES","YES","YES","NO","YES","YES","5","25","10","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","YES","LOB-PPT"
"India","Uganda","Original","2004","2005","In Force","0.53","0.5","0.72","0.38","0.59","6","YES","NO","YES","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","NA"
"India","Zambia","Original","1981","1978","In Force","0.59","0.5","0.83","0.43","0.66","9","YES","NO","NO","NO","YES","YES","YES","YES","NO","","5","25","15","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","NO","NA"
"India","Libya","Original","1981","1983","In Force","0.43","0.75","0.36","0.17","0.27","3","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","","YES","NO","NO","NO","NO","NA"
"India","Moldova","Pre-independence","1988","1990","In Force","0.65","0.85","0.59","0.5","0.59","6","YES","NO","NO","NO","YES","NO","NO","NO","NO","YES","15","","15","15","15","20","15","20","20","NO","YES","YES","NO","YES","NO","NO","NA"
"India","United States","Original","1989","1991","In Force","0.76","0.69","0.85","0.75","0.82","4","YES","3","NO","NO","YES","NO","YES","YES","YES","NO","15","10","25","15","10","","","10","15","YES","YES","YES","NO","YES","NO","NO","LOB"
"India","Italy","Original","1993","1996","In Force","0.75","0.91","0.72","0.63","0.71","6","YES","NO","NO","NO","YES","NO","YES","YES","NO","NO","15","10","25","15","15","20","20","20","20","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Turkey","Original","1995","1994","In Force","0.65","0.72","0.59","0.63","0.65","6","YES","NO","NO","NO","YES","NO","NO","YES","NO","NO","15","","15","15","10","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Namibia","Original","1997","2000","In Force","0.66","0.5","0.84","0.63","0.76","6","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Turkmenistan","Original","1997","1998","In Force","0.61","0.5","0.84","0.5","0.71","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"India","Russia","Original","1997","1999","In Force","0.52","0.5","0.69","0.38","0.53","12","YES","NO","NO","NO","YES","NO","YES","NO","NO","YES","10","","10","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","NO","NA"
"India","Oman","Original","1997","1998","In Force","0.45","0.64","0.22","0.5","0.41","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","12.5","10","10","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"India","Trinidad and Tobago","Original","1999","2000","In Force","0.53","0.5","0.58","0.5","0.56","9","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","NA"
"India","Montenegro","Original","2006","2009","In Force","0.6","0.5","0.81","0.5","0.65","12","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","5","25","15","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","NO","NA"
"India","Syria","Original","2008","2009","In Force","0.52","0.34","0.95","0.25","0.56","9","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","5","10","10","10","10","10","10","10","0","NO","YES","YES","NO","NO","NO","NO","PPT"
"India","Taiwan","Original","2011","2012","In Force","0.54","0.53","0.58","0.5","0.56","9","YES","6","YES","YES","NO","YES","YES","NO","YES","NO","12.5","","12.5","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Indonesia","Original","2012","2017","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","3","NO","NO","YES","YES","YES","NO","YES","YES","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","Romania","Original","2013","2014","In Force","0.53","0.5","0.84","0.25","0.59","6","YES","6","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","YES","LOB"
"India","North Macedonia","Original","2013","2015","In Force","0.65","0.5","0.95","0.5","0.74","9","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Kenya","Original","2016","2017","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","3","NO","NO","YES","YES","YES","NO","YES","YES","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","Iran","Original","2018","2021","In Force","0.69","0.5","0.95","0.63","0.79","9","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","PPT"
